iter	MultiRMSE
0	458.8680016
1	458.6507578
2	458.4930795
3	458.3151997
4	458.0101777
5	457.7405994
6	457.4992479
7	457.3143041
8	457.1160778
9	456.891632
10	456.6778655
11	456.4540312
12	456.2075981
13	456.197421
14	455.9857686
15	455.8279044
16	455.5804822
17	455.3612606
18	455.1741697
19	454.9940227
20	454.8061562
21	454.680346
22	454.3730611
23	454.2221295
24	454.0064153
25	453.8391916
26	453.6613693
27	453.518799
28	453.3574593
29	453.1530357
30	452.8901354
31	452.7681956
32	452.5788219
33	452.3779264
34	452.2107991
35	451.9643138
36	451.7985757
37	451.6597328
38	451.4865167
39	451.249425
40	451.0965853
41	450.8261911
42	450.6640179
43	450.4625299
44	450.3662027
45	450.1673988
46	450.0240494
47	449.7844016
48	449.6029412
49	449.4670593
50	449.2900616
51	449.1075301
52	448.928826
53	448.7392745
54	448.5179047
55	448.3311976
56	448.1395769
57	447.9054412
58	447.8025863
59	447.6273853
60	447.397623
61	447.2668653
62	447.0446115
63	446.8505826
64	446.6552218
65	446.45398
66	446.2924896
67	446.100246
68	445.9002392
69	445.6709886
70	445.5210087
71	445.4161961
72	445.3227787
73	445.133963
74	444.929221
75	444.7724522
76	444.5111795
77	444.2599471
78	444.0772137
79	443.929758
80	443.7825338
81	443.5541347
82	443.2635118
83	443.0792653
84	442.936279
85	442.8154039
86	442.5870753
87	442.3621805
88	442.2277349
89	442.0567319
90	441.7825743
91	441.5272628
92	441.374115
93	441.1800293
94	440.9279571
95	440.7758264
96	440.5334214
97	440.3403949
98	440.2001984
99	440.1175049
100	439.982074
101	439.8350279
102	439.6422634
103	439.4824668
104	439.2057637
105	439.0104957
106	438.7943894
107	438.6412967
108	438.4949126
109	438.3358487
110	438.17896
111	437.9492767
112	437.7205096
113	437.5225463
114	437.3717813
115	437.2078084
116	436.9949349
117	436.896922
118	436.697879
119	436.4970397
120	436.4057852
121	436.2672443
122	435.989935
123	435.7979207
124	435.7072154
125	435.5101412
126	435.2384495
127	435.0966715
128	434.9070417
129	434.7372946
130	434.5113158
131	434.3178331
132	434.0879551
133	433.9377091
134	433.772183
135	433.4823442
136	433.3099655
137	433.0833517
138	432.8387573
139	432.6605162
140	432.4104312
141	432.2991974
142	431.9977585
143	431.7605418
144	431.6165579
145	431.5014017
146	431.2480625
147	431.1227895
148	430.9976032
149	430.8403099
150	430.6985673
151	430.4494123
152	430.3621212
153	430.1774357
154	430.0570888
155	429.8559692
156	429.5987403
157	429.3568473
158	429.2247386
159	429.0873476
160	428.7692537
161	428.5307377
162	428.3713429
163	428.1587381
164	428.0194127
165	427.8460179
166	427.6217805
167	427.5003849
168	427.3754007
169	427.2318565
170	427.1053201
171	426.9170654
172	426.647879
173	426.5371971
174	426.3070788
175	426.1601866
176	426.0467636
177	425.9527376
178	425.6494695
179	425.5592304
180	425.3628147
181	425.2158415
182	424.9573143
183	424.8013918
184	424.6581187
185	424.5453484
186	424.3868304
187	424.3153643
188	424.0929832
189	423.9813365
190	423.9251854
191	423.7244645
192	423.5524328
193	423.3950938
194	423.1842084
195	423.020247
196	422.8731899
197	422.7188761
198	422.4779097
199	422.2369359
200	422.0866021
201	421.9427109
202	421.7727726
203	421.4777327
204	421.2971946
205	421.2125973
206	421.0572194
207	420.8435131
208	420.6907859
209	420.5333723
210	420.3024612
211	420.2072484
212	420.1415836
213	420.0340584
214	419.9144228
215	419.7738207
216	419.6519549
217	419.373341
218	419.2002839
219	418.9957623
220	418.7626409
221	418.5575712
222	418.3555521
223	418.0870799
224	417.9510298
225	417.8508972
226	417.6350458
227	417.4585715
228	417.2205252
229	416.9762491
230	416.8137827
231	416.692057
232	416.4869224
233	416.3676751
234	416.1561212
235	415.9561662
236	415.8153134
237	415.6939797
238	415.4912046
239	415.3379714
240	415.1863851
241	414.9375686
242	414.8464291
243	414.6789654
244	414.5203397
245	414.3016604
246	414.1920008
247	413.9870136
248	413.8163041
249	413.6900686
250	413.5206563
251	413.3381057
252	413.1350932
253	413.0234961
254	412.7418185
255	412.5510822
256	412.3962624
257	412.2349493
258	412.1003413
259	411.9816329
260	411.7950619
261	411.6682372
262	411.4430377
263	411.2118996
264	411.0397594
265	410.8610629
266	410.7098587
267	410.4358958
268	410.2739685
269	410.1683026
270	409.9779454
271	409.7999973
272	409.6440056
273	409.4899073
274	409.3882247
275	409.2542291
276	409.0876555
277	408.9347726
