iter	Passed	Remaining
0	539	13494605
1	681	8514339
2	846	7056780
3	1013	6334382
4	1173	5865758
5	1334	5560976
6	1491	5324533
7	2030	6343419
8	2190	6082618
9	2336	5839471
10	2496	5672325
11	2661	5542375
12	2828	5436512
13	2973	5306849
14	3517	5859476
15	3661	5717880
16	3822	5616798
17	3966	5505513
18	4137	5439369
19	4298	5368740
20	4451	5295313
21	4853	5510153
22	5038	5471971
23	5186	5397779
24	5339	5334022
25	5519	5301904
26	5689	5262636
27	5847	5215171
28	6275	5403930
29	6454	5372087
30	6614	5327709
31	6801	5306582
32	6995	5292705
33	7229	5308836
34	7425	5296855
35	7778	5393860
36	7923	5345471
37	8088	5313443
38	8235	5270979
39	8391	5236047
40	8533	5194936
41	8672	5153605
42	9045	5250192
43	9298	5274025
44	9434	5231853
45	9591	5203166
46	9734	5168311
47	9916	5155074
48	10060	5122677
49	10205	5092534
50	10587	5179508
51	10721	5143628
52	10895	5128471
53	11046	5103263
54	11196	5077945
55	11355	5057873
56	11508	5036210
57	11812	5079958
58	12135	5129931
59	12279	5103980
60	12439	5085520
61	12606	5070646
62	12781	5059379
63	12939	5041593
64	13099	5025031
65	13491	5097108
66	13640	5076266
67	13782	5053425
68	13929	5032976
69	14090	5018213
70	14261	5007293
71	14405	4987446
72	14737	5032395
73	15023	5060419
74	15161	5038771
75	15322	5024934
76	15484	5011933
77	15647	4999455
78	15802	4984916
79	15938	4964994
80	16318	5020165
81	16467	5004115
82	16614	4987739
83	16783	4978208
84	16972	4974839
85	17128	4962144
86	17275	4946853
87	17806	5040967
88	17954	5025539
89	18121	5015516
90	18296	5008295
91	18498	5008169
92	18682	5003581
93	19023	5040531
94	19570	5130535
95	19742	5121530
96	19919	5113922
97	20099	5107424
98	20280	5100940
99	20451	5092478
100	20890	5150062
101	21074	5144333
102	21236	5133213
103	21409	5125190
104	21592	5119400
105	21767	5112041
106	21938	5103818
107	22426	5168865
108	22562	5152349
109	22725	5142049
110	22865	5127049
111	23015	5114466
112	23172	5103470
113	23312	5089118
114	23497	5084718
115	23927	5132883
116	24090	5123556
117	24282	5120289
118	24464	5115148
119	24656	5112015
120	24810	5101287
121	25017	5101611
122	25389	5135036
123	25544	5124580
124	25727	5119827
125	25896	5112216
126	26070	5105964
127	26226	5096062
128	26388	5087738
129	26867	5140052
130	27010	5127683
131	27158	5116466
132	27373	5117972
133	27561	5114558
134	27713	5104471
135	27867	5094778
136	28267	5130017
137	28421	5120411
138	28567	5109550
139	28716	5099257
140	28887	5093027
141	29057	5086615
142	29189	5073947
143	29565	5103250
144	29707	5092196
145	29862	5083564
146	30029	5077112
147	30181	5068014
148	30347	5061488
149	30497	5052347
150	30661	5045824
151	31070	5079285
152	31228	5071476
153	31377	5062320
154	31533	5054437
155	31710	5050098
156	31864	5042148
157	32005	5032160
158	32395	5061178
159	32637	5066918
160	32796	5059790
161	32946	5051454
162	33105	5044378
163	33264	5037538
164	33409	5028702
165	33543	5018120
166	33942	5047217
167	34081	5037622
168	34230	5029496
169	34389	5022937
170	34550	5016703
171	34716	5011235
172	34857	5002359
173	35281	5033863
174	35443	5027930
175	35590	5019914
176	35745	5013019
177	35900	5006306
178	36066	5001210
179	36221	4994598
180	36372	4987472
181	36839	5023586
182	36976	5014448
183	37124	5006940
184	37290	5001967
185	37458	4997329
186	37622	4992096
187	37779	4986058
188	38233	5019153
189	38407	5015172
190	38559	5008442
191	38730	5004289
192	38947	5006109
193	39145	5005365
194	39407	5012836
195	39765	5032343
196	39961	5031271
197	40168	5031615
198	40395	5034387
199	40588	5032947
200	40982	5056366
201	41282	5067956
202	41462	5064811
203	41642	5061550
204	41815	5057695
205	42010	5056373
206	42191	5053378
207	42683	5087574
208	42825	5079873
209	42981	5073816
210	43128	5066855
211	43286	5061278
212	43465	5058174
213	43607	5050735
214	44009	5073413
215	44262	5078721
216	44430	5074341
217	44603	5070527
218	44777	5066839
219	44953	5063386
220	45103	5057094
221	45563	5085430
222	45732	5081261
223	45880	5074722
224	46035	5069073
225	46220	5066648
226	46394	5063094
227	46539	5056445
228	46883	5071353
229	47174	5080444
230	47322	5074210
231	47474	5068289
232	47643	5064291
233	47828	5062012
234	47972	5055486
235	48111	5048402
236	48501	5067714
237	48647	5061389
238	48812	5057146
239	48983	5053498
240	49154	5049887
241	49305	5044281
242	49441	5037155
243	49967	5069668
244	50117	5063960
245	50265	5058035
246	50424	5053256
247	50607	5050993
248	50779	5047595
249	50947	5043778
250	51360	5064265
251	51522	5059873
252	51702	5057216
253	51876	5054031
254	52065	5052367
255	52221	5047580
256	52380	5042960
257	52802	5063734
258	52960	5059012
259	53121	5054707
260	53262	5048527
261	53440	5045872
262	53591	5040689
263	53725	5033911
264	54193	5058429
