,Feature Id,Importances
0,f22,13.293262194990445
1,f179,3.294757911829342
2,f69,1.9070699948473901
3,f58,1.6197721050475622
4,f214,1.2981960297853927
5,f136,1.2917547231049558
6,f156,1.2165974026888828
7,f78,1.1242839592093117
8,f8,0.9898466800574682
9,f3,0.9633231461560442
10,f12,0.9618496818759067
11,f92,0.955689289435222
12,f200,0.9525785602646947
13,f134,0.9330761912361504
14,f77,0.9242571567949859
15,f192,0.9095290846523773
16,f73,0.9060878063982426
17,f56,0.893272737723845
18,f19,0.8903469999144531
19,f18,0.8902577725358392
20,f201,0.8787195975756801
21,f75,0.8736874813514369
22,f82,0.871898460031306
23,f112,0.8700527297434195
24,f48,0.8682164669747802
25,f95,0.852540204814127
26,f17,0.8471632045749552
27,f210,0.8424014736111697
28,f72,0.8402051170751018
29,f211,0.8393963052031642
30,f99,0.838330603192738
31,f90,0.8379175761757981
32,f119,0.8328610007924131
33,f44,0.8327698288849193
34,f139,0.82993441274099
35,f1,0.8288802595046454
36,f103,0.8283473456388041
37,f15,0.8283148083438183
38,f222,0.8254347721205774
39,f94,0.8209355424406194
40,f5,0.8205761063496587
41,f52,0.819123325659629
42,f154,0.818806527495572
43,f101,0.8178929606750338
44,f85,0.8170654227121592
45,f213,0.8145035848027732
46,f2,0.8121165497562416
47,f74,0.807807523600309
48,f238,0.8049846808609478
49,f108,0.804218171212204
50,f188,0.8025792441010636
51,f191,0.8013801552635418
52,f195,0.8003781346815196
53,f35,0.799924030068061
54,f146,0.7990125893459572
55,f241,0.7988499239284093
56,f100,0.7985981031568302
57,f93,0.7983433256402712
58,f81,0.7964878118950546
59,f140,0.7956777814270141
60,f157,0.7947666349222571
61,f169,0.7947582977671853
62,f96,0.7935955198520488
63,f131,0.7922518591529556
64,f14,0.7899696208397451
65,f144,0.7878336471576975
66,f7,0.7876560578885065
67,f138,0.7856297365782237
68,f125,0.7838227228164034
69,f127,0.7822863198252596
70,f4,0.7813913004046844
71,f76,0.78120044923757
72,f163,0.7810736633520857
73,f150,0.7804633457287077
74,f36,0.7786618643291949
75,f105,0.776039017168874
76,f240,0.7741245096166508
77,f175,0.7740274662074345
78,f219,0.7732962209772996
79,f79,0.7721365061844776
80,f29,0.7716341242179294
81,f212,0.7708693783270665
82,f130,0.7703790741187213
83,f6,0.7694671647664882
84,f71,0.7672276426457008
85,f231,0.7667221860932232
86,f13,0.7661266335443385
87,f65,0.7633389987932571
88,f53,0.7603978999186363
89,f227,0.7596142581426374
90,f129,0.752623747099902
91,f16,0.7521052191539395
92,f184,0.7518712932644589
93,f63,0.7459718788440478
94,f118,0.7445591407114722
95,f143,0.7441267982342186
96,f42,0.7432641051774999
97,f40,0.7363141662540051
98,f199,0.7360970815421009
99,f20,0.7301618771718732
100,f0,0.0
101,f9,0.0
102,f10,0.0
103,f11,0.0
104,f21,0.0
105,f23,0.0
106,f24,0.0
107,f25,0.0
108,f26,0.0
109,f27,0.0
110,f28,0.0
111,f30,0.0
112,f31,0.0
113,f32,0.0
114,f33,0.0
115,f34,0.0
116,f37,0.0
117,f38,0.0
118,f39,0.0
119,f41,0.0
120,f43,0.0
121,f45,0.0
122,f46,0.0
123,f47,0.0
124,f49,0.0
125,f50,0.0
126,f51,0.0
127,f54,0.0
128,f55,0.0
129,f57,0.0
130,f59,0.0
131,f60,0.0
132,f61,0.0
133,f62,0.0
134,f64,0.0
135,f66,0.0
136,f67,0.0
137,f68,0.0
138,f70,0.0
139,f80,0.0
140,f83,0.0
141,f84,0.0
142,f86,0.0
143,f87,0.0
144,f88,0.0
145,f89,0.0
146,f91,0.0
147,f97,0.0
148,f98,0.0
149,f102,0.0
150,f104,0.0
151,f106,0.0
152,f107,0.0
153,f109,0.0
154,f110,0.0
155,f111,0.0
156,f113,0.0
157,f114,0.0
158,f115,0.0
159,f116,0.0
160,f117,0.0
161,f120,0.0
162,f121,0.0
163,f122,0.0
164,f123,0.0
165,f124,0.0
166,f126,0.0
167,f128,0.0
168,f132,0.0
169,f133,0.0
170,f135,0.0
171,f137,0.0
172,f141,0.0
173,f142,0.0
174,f145,0.0
175,f147,0.0
176,f148,0.0
177,f149,0.0
178,f151,0.0
179,f152,0.0
180,f153,0.0
181,f155,0.0
182,f158,0.0
183,f159,0.0
184,f160,0.0
185,f161,0.0
186,f162,0.0
187,f164,0.0
188,f165,0.0
189,f166,0.0
190,f167,0.0
191,f168,0.0
