iter	AUC	CrossEntropy
0	0.6295800628	0.6915627388
1	0.646496834	0.6900048864
2	0.6517481425	0.6885221871
3	0.651899873	0.687127892
4	0.6523013907	0.6857647641
5	0.6555834345	0.6844899182
6	0.6567484488	0.6832437975
7	0.6568069806	0.6820466331
8	0.6576316422	0.6809255622
9	0.6585110529	0.679829051
10	0.6586888361	0.6787834837
11	0.6587487246	0.6777718503
12	0.6594802668	0.6767979081
13	0.660374073	0.6758804834
14	0.6617744124	0.6749998245
15	0.6630556635	0.6741402959
16	0.6633135127	0.6733081775
17	0.6654752957	0.6725276896
18	0.6667617089	0.6717373241
19	0.6672961191	0.6709813727
20	0.6686306811	0.6702394007
21	0.6696793258	0.6695213435
22	0.6707232433	0.6688362322
23	0.6716366988	0.6681533993
24	0.6717788253	0.6674952791
25	0.6726597034	0.6668569716
26	0.6739306835	0.6662502038
27	0.6748593595	0.6656365165
28	0.6755960462	0.665033335
29	0.6761132581	0.6644435726
30	0.6771094296	0.6638811533
31	0.6774741166	0.6633305262
32	0.6791303127	0.6628075347
33	0.6805218428	0.662289376
34	0.6807304569	0.6617532718
35	0.6816344496	0.6612251111
36	0.6825536157	0.6607292458
37	0.6826775634	0.6602171592
38	0.6832973011	0.6597252491
39	0.6841007829	0.6592516228
40	0.6845940025	0.6587795458
41	0.6854925852	0.6583249346
42	0.6863441597	0.6578667568
43	0.6872411353	0.6574446122
44	0.687886754	0.6570067107
45	0.6883705746	0.6565665478
46	0.6888395345	0.6561456233
47	0.6890371525	0.6557318792
48	0.6891697266	0.6553280858
49	0.6895981218	0.6549280837
50	0.6904363126	0.6545444359
51	0.6909936718	0.6541653443
52	0.6916822554	0.6537991394
53	0.6920835519	0.6534323823
54	0.6923867228	0.6530736355
55	0.6928449517	0.6526982414
56	0.6934536981	0.6523385662
57	0.6941739229	0.651995091
58	0.6946829588	0.6516453469
59	0.6951489553	0.6512921962
60	0.695770571	0.6509621256
61	0.6963288219	0.6506397981
62	0.6971110898	0.6503114804
63	0.6973988196	0.6499871931
64	0.6975136144	0.649667022
65	0.6979164734	0.6493484157
66	0.6982855995	0.6490468655
67	0.6986168086	0.6487501448
68	0.6989747404	0.6484504381
69	0.699274194	0.6481621561
70	0.6997428401	0.6478733836
71	0.7002190165	0.6475831305
72	0.7005596304	0.6472971454
73	0.7011295338	0.6470166964
74	0.701663354	0.6467448557
75	0.7020054909	0.6464721785
76	0.7023818168	0.6462081563
77	0.7027538138	0.6459409558
78	0.7031388459	0.6456724257
79	0.7031987027	0.645406253
80	0.7036655824	0.6451496722
81	0.7040101797	0.6449038313
82	0.7043869357	0.6446571272
83	0.7047158168	0.6444110543
84	0.7050671949	0.6441572527
85	0.7055195449	0.6439144841
86	0.7058057005	0.643675126
87	0.7058183617	0.6434384366
88	0.7059468445	0.6432045657
89	0.7062737901	0.6429683983
90	0.7066205931	0.6427450787
91	0.7069447784	0.6425092109
92	0.7071927394	0.6422860044
93	0.7074100216	0.6420584732
94	0.7074833079	0.6418430997
95	0.7076070967	0.6416274769
96	0.7079080859	0.6414138638
97	0.7082997908	0.6412061058
98	0.7086526162	0.6410018676
99	0.7089381781	0.6408011653
100	0.70910454	0.6405945725
101	0.7095176446	0.6403856378
102	0.7096177334	0.6401791508
103	0.7098860598	0.6399824354
104	0.710192614	0.6397824492
105	0.7104417499	0.6395853598
106	0.7107621432	0.6393942813
107	0.7110444978	0.639199803
108	0.7113844468	0.639011468
109	0.7116956392	0.6388315633
110	0.7119566833	0.6386479675
111	0.7121971287	0.6384608323
112	0.7124521914	0.6382808213
113	0.7126059182	0.638098565
114	0.7127630423	0.637917498
115	0.7130880464	0.6377396431
116	0.7132915587	0.6375666619
117	0.7136478706	0.6373953941
118	0.713804528	0.6372172812
119	0.7140569469	0.637046591
120	0.714266161	0.6368783292
121	0.7145642933	0.636716663
122	0.714793991	0.6365532373
123	0.7150388509	0.6364065424
124	0.7150767786	0.6362334473
125	0.715232546	0.6360702186
126	0.7154215547	0.6359172943
127	0.7156208411	0.6357593495
128	0.715887567	0.6356107554
129	0.7161543424	0.6354645214
130	0.7162920129	0.6353077894
131	0.7165240356	0.6351603799
132	0.7166822772	0.6350058271
133	0.7168355844	0.6348528072
134	0.7169683296	0.6346995501
135	0.7171103871	0.6345516045
136	0.7173107808	0.6344058405
137	0.7174790987	0.634256028
138	0.7175059281	0.6341039529
139	0.7175436885	0.6339596865
140	0.7176319996	0.6338254644
141	0.7177394694	0.6336823063
142	0.7177942393	0.6335431943
143	0.71794135	0.6333999305
144	0.718189887	0.6332675123
145	0.7183767608	0.6331303658
146	0.7185050179	0.6329875217
147	0.7186670096	0.6328601305
148	0.7188085188	0.6327292479
149	0.7189112337	0.6325975123
150	0.7191135011	0.6324630032
151	0.7192866441	0.6323285525
152	0.719457398	0.632199063
153	0.7196358932	0.6320705526
154	0.719840256	0.6319426774
155	0.7199929607	0.631816138
156	0.7201476721	0.6316930211
157	0.720352537	0.631575083
158	0.720394427	0.6314443678
159	0.7205718208	0.6313167674
160	0.7206353439	0.631193265
161	0.7208042828	0.6310739581
162	0.7209914723	0.6309548114
163	0.721152456	0.6308366147
164	0.7213794087	0.6307230826
165	0.7215103161	0.6306035924
166	0.7216339386	0.6304864752
167	0.7217517152	0.6303702587
168	0.7218516272	0.6302552559
169	0.7219552219	0.6301381053
170	0.7221768183	0.6300316019
171	0.7223099343	0.6299184601
172	0.7224762841	0.6298124033
173	0.7225244723	0.6297000747
174	0.7226720315	0.6295910186
175	0.7228200932	0.6294834884
176	0.7229167932	0.6293743066
177	0.7230564118	0.629262258
178	0.723190775	0.629156909
179	0.7233507207	0.6290564974
180	0.7235120539	0.6289528645
181	0.7236116539	0.6288542755
182	0.7237330169	0.6287542131
183	0.7238423605	0.6286492904
184	0.723955885	0.6285444411
185	0.7240735377	0.6284420651
186	0.7241434148	0.6283378736
187	0.7242942886	0.6282391025
188	0.7243457227	0.6281412499
189	0.7244584216	0.6280423157
190	0.7245751113	0.6279434374
191	0.7246442518	0.6278449344
192	0.7247214465	0.6277475665
193	0.7248348754	0.627649019
194	0.7249340305	0.627550876
195	0.7250325771	0.6274521954
196	0.7251116258	0.6273539227
197	0.7251803028	0.6272577082
198	0.7253279846	0.6271643912
199	0.7254275296	0.6270736781
200	0.7255611064	0.6269844713
201	0.725677554	0.6268907157
202	0.725828944	0.6267983428
203	0.7259396763	0.6267046697
204	0.726019033	0.6266123908
205	0.7261113205	0.6265213566
206	0.7261665384	0.626429547
207	0.7262674436	0.626341951
208	0.7263535764	0.6262589013
209	0.7264789964	0.6261685918
210	0.7266139454	0.6260821175
211	0.7266520071	0.6259942304
212	0.7267186163	0.6259096571
213	0.7268129154	0.6258247203
214	0.7269315478	0.6257391717
215	0.7270576703	0.6256551603
216	0.7271311657	0.6255706994
217	0.7272334753	0.6254915192
218	0.7273478774	0.6254105762
219	0.7274888177	0.6253253996
220	0.7275830591	0.6252418372
221	0.7276489912	0.6251614648
222	0.7277440922	0.6250838731
223	0.7278706602	0.6250047608
224	0.7279764862	0.6249260893
225	0.7280872226	0.6248456635
226	0.7282222957	0.624767323
227	0.7283470141	0.624686943
228	0.7284504379	0.624610412
229	0.7285583647	0.6245338189
230	0.7286528353	0.6244622259
231	0.7287299057	0.6243851812
232	0.7288471674	0.6243100647
233	0.7288575806	0.6242355091
234	0.7288946454	0.6241593817
235	0.7289339228	0.6240856219
236	0.7290140373	0.6240150967
237	0.7290987567	0.6239401649
238	0.7291879768	0.6238670383
239	0.7292576663	0.6237921147
240	0.7293523232	0.623723092
241	0.7294573939	0.6236501778
242	0.7295797745	0.6235772616
243	0.7296139997	0.6235048071
244	0.7296666341	0.6234322811
245	0.7296944537	0.623357184
246	0.7297739015	0.6232910901
247	0.7298768511	0.6232209757
248	0.7299908267	0.6231515918
249	0.7301028592	0.6230832422
250	0.7301571293	0.6230198297
251	0.7302408767	0.6229564478
252	0.73027557	0.6228841698
253	0.7303827129	0.6228186417
254	0.7304140768	0.6227509159
255	0.7304332343	0.6226860232
256	0.7305110013	0.6226193995
257	0.7306191466	0.6225500811
258	0.7307174063	0.6224835039
259	0.7308023148	0.6224204621
260	0.7308716683	0.6223548526
261	0.7309208848	0.622288834
262	0.7310227667	0.622223818
263	0.7311007298	0.6221601835
264	0.7311633109	0.6220981277
265	0.7312367512	0.6220346717
266	0.7312822932	0.621969509
267	0.7313235113	0.6219059511
268	0.7314090012	0.6218393834
269	0.7315029394	0.6217820007
270	0.7315639923	0.621715787
271	0.7316234756	0.6216533243
272	0.7316965051	0.6215906418
273	0.7317863332	0.6215313548
274	0.7318481531	0.6214681713
275	0.7319207217	0.6214079142
276	0.7319966028	0.6213466846
277	0.7320363772	0.6212901297
278	0.732079001	0.621229748
279	0.7321479745	0.6211671852
280	0.7322003768	0.621104969
281	0.7322748978	0.6210424388
282	0.7323349075	0.6209823234
283	0.7323786881	0.6209230195
284	0.7324447582	0.6208669325
285	0.73253859	0.6208090807
286	0.732612794	0.6207539043
287	0.7326501391	0.6206972757
288	0.7327289462	0.6206418633
289	0.7327860657	0.6205843229
290	0.7328610634	0.6205323016
291	0.7329081613	0.620476848
292	0.7329650875	0.6204223373
293	0.7330232687	0.6203667484
294	0.7330996881	0.620310894
295	0.7331564446	0.6202541533
296	0.7331675235	0.6201982468
297	0.7332202635	0.620142002
298	0.7332893153	0.6200880971
299	0.7333516645	0.6200307437
300	0.733396483	0.619976536
301	0.7334503733	0.6199216689
302	0.7335013793	0.6198652101
303	0.7335078662	0.6198084286
304	0.7335670361	0.619759772
305	0.7336552773	0.6197058494
306	0.7337271514	0.619655838
307	0.7338076006	0.6196025053
308	0.7338646515	0.6195498706
309	0.7339098762	0.6194974421
310	0.7339906669	0.6194499375
311	0.7340600595	0.619398975
312	0.7341031292	0.61934782
313	0.734124453	0.6192969388
314	0.7341876656	0.6192498068
315	0.7342494698	0.6192017297
316	0.7343151625	0.6191513915
317	0.7343232039	0.6191010401
318	0.7343818084	0.6190560474
319	0.7344388569	0.6190066995
320	0.7344668841	0.6189565944
321	0.7345368813	0.6189071312
322	0.7345867212	0.6188582296
323	0.7346664846	0.6188069554
324	0.7347284305	0.6187595909
325	0.7347965083	0.6187113017
326	0.7348461233	0.618662327
327	0.7349015993	0.6186131801
328	0.7349440989	0.6185669376
329	0.7349771265	0.6185181158
330	0.735026309	0.6184718718
331	0.7350641728	0.6184249347
332	0.7351219882	0.6183749993
333	0.7351314763	0.6183289144
334	0.7351954883	0.6182807005
335	0.7352527688	0.6182330673
336	0.7353063828	0.6181848691
337	0.7353656547	0.6181414182
338	0.7354162986	0.6180951476
339	0.7354716542	0.6180494129
340	0.7355417041	0.6180068965
341	0.7355872998	0.6179627173
342	0.7356037029	0.6179172082
343	0.7356454696	0.6178738444
344	0.7356830184	0.617829533
345	0.7357265852	0.6177851632
346	0.735790386	0.6177429343
347	0.7358484686	0.6176993012
348	0.7358588894	0.6176545147
349	0.735905924	0.6176121554
350	0.7359646139	0.617569006
351	0.7360265513	0.6175261068
352	0.7360626652	0.617482755
353	0.7361182972	0.6174408205
354	0.7361798698	0.6173988443
355	0.7362077057	0.6173543128
356	0.7362462504	0.6173118029
357	0.7362888771	0.6172681097
358	0.7363440985	0.617225307
359	0.7363715582	0.6171822275
360	0.7364337914	0.6171419442
361	0.7364990388	0.6170999209
362	0.7365515249	0.6170583892
363	0.7366064259	0.6170173237
364	0.7366324559	0.6169747558
365	0.7366875542	0.6169366655
366	0.736736659	0.6168952275
367	0.7367951155	0.6168558095
368	0.7368123013	0.6168139959
369	0.7368756987	0.6167733249
370	0.736927191	0.616732908
371	0.7369674339	0.6166914848
372	0.7370066282	0.6166495127
373	0.7370649272	0.6166113593
374	0.7371118868	0.6165711047
375	0.7371487857	0.6165308149
376	0.737208644	0.6164922034
377	0.7372547044	0.6164520568
378	0.7373085688	0.6164115285
379	0.7373345911	0.6163701622
380	0.7373769538	0.6163303742
381	0.7374062854	0.6162920178
382	0.7374622236	0.616254905
383	0.7374802983	0.6162156601
384	0.7375133052	0.6161746234
385	0.73755793	0.6161361066
386	0.737601841	0.6160992629
387	0.7376284788	0.6160585666
388	0.7376666855	0.6160195003
389	0.7377145648	0.6159802549
390	0.7377257208	0.6159406093
391	0.7377556039	0.6159009591
392	0.7378043767	0.6158625788
393	0.7378468	0.6158249489
394	0.7378913495	0.6157859411
395	0.7379490608	0.6157480774
396	0.7379974334	0.6157135276
397	0.7380288612	0.6156784404
398	0.7380592261	0.6156416119
399	0.7381144568	0.6156037235
400	0.7381555308	0.615564313
401	0.7381905035	0.615527454
402	0.7382053418	0.6154909595
403	0.7382244024	0.6154535678
404	0.7382527754	0.6154183831
405	0.7382809188	0.6153821666
406	0.7383240349	0.6153491358
407	0.7383862588	0.6153131997
408	0.7384365822	0.6152757692
409	0.7384753588	0.6152401774
410	0.7385146055	0.6152044768
411	0.7385604479	0.6151687672
412	0.7385956855	0.6151358895
413	0.7386425397	0.6150999512
414	0.7386929132	0.6150656751
415	0.7387265759	0.6150305433
416	0.7387732856	0.6149964142
417	0.7388131854	0.6149621206
418	0.7388478711	0.6149244245
419	0.7388999715	0.6148891294
420	0.7389382364	0.6148551765
421	0.7389830389	0.614820841
422	0.7390074703	0.6147861859
423	0.7390503994	0.6147518863
424	0.7390629034	0.6147153643
425	0.7391044663	0.614681822
426	0.7391456508	0.6146474097
427	0.7391925959	0.6146142151
428	0.7392410584	0.6145796531
429	0.7392920088	0.6145473436
430	0.7393419505	0.6145130599
431	0.7393746902	0.6144800385
432	0.7394148475	0.6144476017
433	0.7394561441	0.6144137898
434	0.7394938379	0.614379783
435	0.7395188711	0.6143443066
436	0.7395468963	0.6143104316
437	0.7395920869	0.6142774891
438	0.7396298078	0.6142446687
439	0.7396694582	0.6142121746
440	0.7397020729	0.6141782708
441	0.7397255825	0.6141471329
442	0.7397558937	0.6141137965
443	0.739801549	0.614080205
444	0.7398492775	0.6140488125
445	0.7398858125	0.6140133105
446	0.7399140146	0.6139798815
447	0.7399584007	0.6139485371
448	0.7399903822	0.6139162568
449	0.7400189088	0.6138833002
450	0.7400554061	0.6138511391
451	0.7400938697	0.6138190993
452	0.7401300766	0.6137882244
453	0.740169607	0.6137563583
454	0.740215243	0.6137238357
455	0.7402403741	0.6136918827
456	0.7402585523	0.6136580686
457	0.7402866377	0.6136253345
458	0.7403042336	0.6135944067
459	0.7403451573	0.6135659623
