iter	Passed	Remaining
0	75	264889
1	122	213441
2	168	196909
3	217	190104
4	264	185197
5	311	181486
6	361	180207
7	411	179536
8	459	178379
9	509	177908
10	562	178335
11	611	177824
12	666	178678
13	712	177439
14	760	176794
15	810	176506
16	862	176721
17	912	176444
18	961	176148
19	1011	176051
20	1058	175296
21	1101	174194
22	1145	173185
23	1190	172482
24	1235	171759
25	1281	171291
26	1329	171071
27	1380	171208
28	1433	171589
29	1479	171083
30	1522	170398
31	1566	169777
32	1611	169317
33	1656	168842
34	1702	168505
35	1748	168286
36	1799	168415
37	1850	168603
38	1901	168752
39	1951	168795
40	1998	168631
41	2047	168560
42	2092	168238
43	2137	167913
44	2185	167761
45	2233	167698
46	2279	167443
47	2326	167284
48	2377	167473
49	2429	167607
50	2480	167740
51	2529	167710
52	2589	168424
53	2653	169355
54	2710	169745
55	2759	169713
56	2803	169360
57	2852	169291
58	2908	169639
59	2952	169257
60	2997	169000
61	3041	168641
62	3086	168401
63	3131	168099
64	3176	167876
65	3221	167592
66	3267	167405
67	3312	167175
68	3360	167096
69	3410	167122
70	3458	167050
71	3503	166826
72	3547	166551
73	3595	166456
74	3643	166368
75	3691	166312
76	3735	166040
77	3779	165823
78	3826	165721
79	3871	165504
80	3915	165281
81	3959	165054
82	4003	164805
83	4048	164622
84	4091	164381
85	4136	164201
86	4181	164038
87	4224	163800
88	4269	163631
89	4313	163419
90	4362	163416
91	4412	163464
92	4461	163433
93	4511	163473
94	4562	163545
95	4615	163647
96	4665	163681
97	4711	163569
98	4762	163603
99	4811	163606
100	4860	163569
101	4906	163469
102	4948	163207
103	4993	163050
104	5036	162836
105	5081	162695
106	5125	162532
107	5168	162317
108	5214	162209
109	5259	162091
110	5304	161959
111	5356	162043
112	5405	162034
113	5451	161906
114	5492	161663
115	5538	161563
116	5581	161394
117	5624	161214
118	5671	161144
119	5719	161089
120	5763	160961
121	5811	160921
122	5859	160887
123	5906	160820
124	5952	160720
125	5998	160616
126	6044	160525
127	6091	160484
128	6139	160434
129	6185	160334
130	6232	160272
131	6279	160227
132	6332	160301
133	6386	160428
134	6440	160540
135	6492	160595
136	6538	160507
137	6586	160450
138	6633	160390
139	6680	160339
140	6727	160275
141	6778	160286
142	6824	160217
143	6878	160298
144	6929	160339
145	6982	160399
146	7033	160420
147	7083	160435
148	7133	160440
149	7181	160383
150	7230	160356
151	7279	160343
152	7333	160423
153	7384	160439
154	7432	160403
155	7479	160337
156	7530	160342
157	7579	160317
158	7630	160339
159	7677	160262
160	7734	160398
161	7789	160496
162	7838	160474
163	7884	160386
164	7932	160338
165	7981	160303
166	8028	160226
167	8072	160103
168	8116	159971
169	8162	159892
170	8208	159802
171	8254	159723
172	8298	159590
173	8346	159545
174	8394	159491
175	8439	159386
176	8482	159257
177	8530	159203
178	8577	159139
179	8625	159091
180	8668	158962
181	8712	158829
182	8757	158739
183	8802	158644
184	8848	158550
185	8891	158426
186	8935	158306
187	8978	158179
188	9023	158086
189	9074	158092
190	9124	158075
191	9172	158036
192	9221	158010
193	9274	158042
194	9334	158215
195	9387	158253
196	9437	158232
197	9481	158117
198	9527	158042
199	9573	157966
200	9619	157883
201	9666	157819
202	9712	157736
203	9755	157625
204	9803	157568
205	9846	157455
206	9890	157341
207	9934	157233
208	9977	157112
209	10021	157008
210	10064	156889
211	10109	156789
212	10153	156682
213	10200	156633
214	10249	156601
215	10297	156559
216	10350	156599
217	10399	156565
218	10447	156522
219	10495	156481
220	10543	156441
221	10592	156400
222	10638	156326
223	10682	156236
224	10728	156157
225	10774	156080
226	10821	156024
227	10863	155901
228	10907	155796
229	10951	155696
230	10996	155611
231	11045	155582
232	11089	155491
233	11132	155385
234	11176	155278
235	11222	155211
236	11270	155170
237	11320	155151
238	11368	155119
239	11414	155041
240	11457	154932
241	11502	154850
242	11544	154737
243	11591	154681
244	11636	154605
245	11685	154570
246	11732	154523
247	11780	154480
248	11827	154424
249	11870	154318
250	11914	154228
251	11958	154130
252	12000	154012
253	12043	153907
254	12087	153817
255	12136	153796
256	12185	153760
257	12232	153718
258	12280	153670
259	12330	153653
260	12379	153626
261	12425	153560
262	12471	153494
263	12521	153481
264	12571	153471
265	12622	153463
266	12666	153374
267	12714	153337
268	12762	153294
269	12811	153268
270	12861	153243
271	12911	153226
272	12956	153155
273	13004	153108
274	13051	153062
275	13100	153029
276	13150	153007
277	13199	152975
278	13245	152921
279	13296	152912
280	13351	152942
281	13400	152920
282	13448	152874
283	13493	152804
284	13540	152751
285	13589	152719
286	13640	152709
287	13686	152647
288	13732	152576
289	13793	152678
290	13841	152640
291	13886	152561
292	13933	152504
293	13983	152483
294	14031	152441
295	14078	152389
296	14122	152307
297	14168	152238
298	14214	152175
299	14262	152137
300	14313	152123
301	14368	152157
302	14417	152125
303	14463	152054
304	14505	151952
305	14550	151877
306	14593	151786
307	14636	151688
308	14684	151644
309	14729	151566
310	14776	151522
311	14821	151450
312	14863	151345
313	14906	151252
314	14950	151170
315	14992	151065
316	15035	150974
317	15082	150918
318	15128	150859
319	15173	150782
320	15216	150693
321	15259	150607
322	15306	150552
323	15353	150502
324	15400	150448
325	15442	150353
326	15484	150256
327	15527	150164
328	15572	150092
329	15616	150012
330	15660	149930
331	15703	149848
332	15749	149781
333	15793	149708
334	15840	149661
335	15883	149570
336	15926	149483
337	15969	149393
338	16011	149295
339	16055	149219
340	16099	149143
341	16144	149072
342	16190	149016
343	16239	148984
344	16293	149001
345	16348	149030
346	16401	149027
347	16448	148978
348	16514	149100
349	16564	149081
350	16613	149047
351	16662	149018
352	16713	148997
353	16764	148982
354	16812	148946
355	16862	148918
356	16907	148850
357	16949	148754
358	16993	148681
359	17033	148573
360	17074	148468
361	17119	148401
362	17167	148357
363	17219	148354
364	17286	148475
365	17341	148491
366	17398	148524
367	17453	148546
368	17504	148523
369	17552	148482
370	17604	148472
371	17656	148470
372	17707	148446
373	17754	148401
374	17796	148307
375	17841	148234
376	17885	148156
377	17928	148072
378	17970	147986
379	18013	147902
380	18056	147813
381	18099	147734
382	18142	147653
383	18186	147571
384	18228	147481
385	18274	147426
386	18321	147380
387	18367	147318
388	18409	147228
389	18461	147216
390	18507	147159
391	18555	147116
392	18600	147054
393	18644	146975
394	18686	146892
