iter	AUC	CrossEntropy
0	0.822631206	0.6539585881
1	0.8261200132	0.6242827216
2	0.8262142368	0.6003531929
3	0.8267791923	0.581136172
4	0.8277492924	0.5661150237
5	0.8285636821	0.5545298666
6	0.8297311138	0.5455568001
7	0.8298523316	0.5375976972
8	0.8305871423	0.5318628794
9	0.8315660411	0.5275084212
10	0.8321788831	0.5235420414
11	0.8322031044	0.5198090919
12	0.8328377927	0.5171970103
13	0.8334555057	0.5149995712
14	0.8342692218	0.5130724219
15	0.8346155809	0.5111766092
16	0.8347999874	0.5095091573
17	0.8352037884	0.5082167814
18	0.8354417833	0.5069718572
19	0.8359659114	0.5059901049
20	0.8365770273	0.5050763335
21	0.8366351109	0.5040453546
22	0.8370188996	0.5032344089
23	0.8375334256	0.5025959419
24	0.8379640748	0.5019883268
25	0.8381660106	0.5013707065
26	0.8384311631	0.5006515387
27	0.8388908506	0.5000992093
28	0.839091683	0.4995647514
29	0.8393370185	0.4989614774
30	0.8395915716	0.4984639249
31	0.8398986106	0.4979763666
32	0.8402045997	0.4975182733
33	0.8405250847	0.4970401831
34	0.8406902419	0.4966151514
35	0.8410064265	0.4961897219
36	0.841286542	0.4957820743
37	0.8414926716	0.4953212764
38	0.8416950889	0.494897291
39	0.8419537727	0.4945566625
40	0.8422078503	0.4941958888
41	0.8424298411	0.4937860561
42	0.8426906921	0.4934303871
43	0.8428288653	0.4931007764
44	0.8429598847	0.4927585493
45	0.8432048213	0.4924430403
46	0.8432808693	0.4920435561
47	0.8434863308	0.4917245149
48	0.8436793349	0.4914341633
49	0.8438712846	0.4911364051
50	0.8440196059	0.4908103541
51	0.8441603502	0.4905381
52	0.84436322	0.4902702044
53	0.8445863127	0.4899928159
54	0.8446656288	0.4897174201
55	0.8447542665	0.48941318
56	0.8448767282	0.4891409887
57	0.8450399564	0.4888915791
58	0.845153357	0.4886357771
59	0.8453274367	0.4884054714
60	0.8454807035	0.4881720101
61	0.8456239928	0.4879502167
62	0.8457618709	0.487731144
63	0.8458946822	0.4875262122
64	0.8460620779	0.487307456
65	0.8461862353	0.4870768109
66	0.8462479182	0.4868399195
67	0.8462859284	0.4865852591
68	0.8464384477	0.4863918074
69	0.846590677	0.4861896783
70	0.8467219814	0.4859748015
71	0.8468413711	0.4857882659
72	0.8469681759	0.4856102503
73	0.8470803285	0.4854258047
74	0.8471870287	0.4852503635
75	0.8473035359	0.4850678478
76	0.847382709	0.484896309
77	0.8475105637	0.4847355307
78	0.8476265576	0.4845714129
79	0.8476993848	0.4843991453
80	0.8478078489	0.4842412933
81	0.8479096372	0.4840905796
82	0.847996097	0.4839232934
83	0.8480855196	0.4837688974
84	0.8481958926	0.4836292458
85	0.8483013965	0.4834807024
86	0.848343515	0.4832923204
87	0.8484002789	0.483142617
88	0.8485069238	0.4829987021
89	0.8485558936	0.4828498293
90	0.8486467958	0.4827061226
91	0.8487310444	0.4825804666
92	0.8487951715	0.4824458079
93	0.8488705566	0.4823167898
94	0.848934155	0.48216604
95	0.8490121325	0.4820342132
96	0.8490405993	0.4819105767
97	0.8491315029	0.4817888041
98	0.8491519734	0.4816299608
99	0.849218088	0.4815121955
100	0.8492785817	0.4814053588
101	0.8493393369	0.4812753168
102	0.849410683	0.4811567861
103	0.849494871	0.4810435017
104	0.849529169	0.4809235443
105	0.849602039	0.4808066251
106	0.8496634387	0.4806851075
107	0.8497159463	0.480576032
108	0.8497818829	0.4804658385
109	0.8498339409	0.4803499286
110	0.8499056153	0.4802473704
111	0.8499772523	0.4801485616
112	0.8500355038	0.4800457966
113	0.8501102795	0.4799493331
114	0.8501563254	0.4798366817
115	0.85021649	0.4797466098
116	0.8502867383	0.4796513832
117	0.8503246855	0.4795497233
118	0.8503899086	0.4794535137
119	0.8504185071	0.4793196455
120	0.85047541	0.4792284046
121	0.8505355411	0.4791371753
122	0.8505957315	0.4790470062
123	0.8506370385	0.4789410724
124	0.8506558285	0.478846491
